ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-03-04,23190.456105462457,19792.53466318082,45318.340691863,23190.456105462457,23190.456105462457,8647.982436338094,8647.982436338094,8647.982436338094,10563.955785111853,10563.955785111853,10563.955785111853,-1915.9733487737592,-1915.9733487737592,-1915.9733487737592,0.0,0.0,0.0,31838.43854180055
2010-03-05,23193.967707591757,9817.824975401885,34228.668608286745,23193.967707591757,23193.967707591757,-1016.8395870662007,-1016.8395870662007,-1016.8395870662007,1047.9591266788289,1047.9591266788289,1047.9591266788289,-2064.7987137450295,-2064.7987137450295,-2064.7987137450295,0.0,0.0,0.0,22177.12812052556
2010-03-06,23197.479309721057,-13566.231897716587,11691.394291430664,23197.479309721057,23197.479309721057,-24206.036189574414,-24206.036189574414,-24206.036189574414,-21993.077024905648,-21993.077024905648,-21993.077024905648,-2212.9591646687654,-2212.9591646687654,-2212.9591646687654,0.0,0.0,0.0,-1008.5568798533568
2010-03-07,23200.990911850356,3791.359746401747,29369.452340282493,23200.990911850356,23200.990911850356,-6248.09426445649,-6248.09426445649,-6248.09426445649,-3895.191603611903,-3895.191603611903,-3895.191603611903,-2352.902660844587,-2352.902660844587,-2352.902660844587,0.0,0.0,0.0,16952.896647393867
2010-03-08,23204.502513979656,12420.920357449144,37930.222066054266,23204.502513979656,23204.502513979656,1405.2578372918438,1405.2578372918438,1405.2578372918438,3883.1119160501903,3883.1119160501903,3883.1119160501903,-2477.854078758347,-2477.854078758347,-2477.854078758347,0.0,0.0,0.0,24609.7603512715
2010-03-09,23208.014116108952,13958.898568193645,40667.17489865924,23208.014116108952,23208.014116108952,4043.8259440666798,4043.8259440666798,4043.8259440666798,6625.862082267257,6625.862082267257,6625.862082267257,-2582.0361382005776,-2582.0361382005776,-2582.0361382005776,0.0,0.0,0.0,27251.840060175633
2010-03-10,23211.525718238252,11197.89143462721,36344.65352339078,23211.525718238252,23211.525718238252,1106.5272904247083,1106.5272904247083,1106.5272904247083,3767.37971843428,3767.37971843428,3767.37971843428,-2660.852428009572,-2660.852428009572,-2660.852428009572,0.0,0.0,0.0,24318.05300866296
2010-03-11,23215.037322447148,18317.048368039537,44266.446319017334,23215.037322447148,23215.037322447148,7852.928662551332,7852.928662551332,7852.928662551332,10563.955785076792,10563.955785076792,10563.955785076792,-2711.0271225254596,-2711.0271225254596,-2711.0271225254596,0.0,0.0,0.0,31067.965984998482
2010-03-12,23218.548926656047,8840.402276655748,34699.92189909523,23218.548926656047,23218.548926656047,-1682.7382704722827,-1682.7382704722827,-1682.7382704722827,1047.9591267350977,1047.9591267350977,1047.9591267350977,-2730.69739720738,-2730.69739720738,-2730.69739720738,0.0,0.0,0.0,21535.810656183763
2010-03-13,23222.060530864943,-13680.949580520319,10859.58479804935,23222.060530864943,23222.060530864943,-24712.533104827937,-24712.533104827937,-24712.533104827937,-21993.07702489952,-21993.07702489952,-21993.07702489952,-2719.456079928416,-2719.456079928416,-2719.456079928416,0.0,0.0,0.0,-1490.472573962994
2010-03-14,23225.572135073835,3122.8072080989805,29885.303713042733,23225.572135073835,23225.572135073835,-6573.535269792027,-6573.535269792027,-6573.535269792027,-3895.1916035971135,-3895.1916035971135,-3895.1916035971135,-2678.3436661949136,-2678.3436661949136,-2678.3436661949136,0.0,0.0,0.0,16652.036865281807
2010-03-15,23229.08373928273,12307.37556355068,37651.21088579414,23229.08373928273,23229.08373928273,1273.3214830157738,1273.3214830157738,1273.3214830157738,3883.1119160463045,3883.1119160463045,3883.1119160463045,-2609.7904330305314,-2609.7904330305314,-2609.7904330305314,0.0,0.0,0.0,24502.405222298505
2010-03-16,23232.59534349163,13957.14365001944,39276.29045623324,23232.59534349163,23232.59534349163,4108.351123544911,4108.351123544911,4108.351123544911,6625.862082280413,6625.862082280413,6625.862082280413,-2517.5109587355014,-2517.5109587355014,-2517.5109587355014,0.0,0.0,0.0,27340.94646703654
2010-03-17,23236.106947700526,12213.233453543991,37854.25120115363,23236.106947700526,23236.106947700526,1361.0248719769654,1361.0248719769654,1361.0248719769654,3767.3797184305463,3767.3797184305463,3767.3797184305463,-2406.354846453581,-2406.354846453581,-2406.354846453581,0.0,0.0,0.0,24597.131819677492
2010-03-18,23239.61855190942,18586.624604284476,44701.08903082784,23239.61855190942,23239.61855190942,8281.836971583634,8281.836971583634,8281.836971583634,10563.955785099213,10563.955785099213,10563.955785099213,-2282.1188135155785,-2282.1188135155785,-2282.1188135155785,0.0,0.0,0.0,31521.455523493056
2010-03-19,23243.130156118317,8910.29847199773,35370.11699689732,23243.130156118317,23243.130156118317,-1103.367378391019,-1103.367378391019,-1103.367378391019,1047.959126701387,1047.959126701387,1047.959126701387,-2151.3265050924056,-2151.3265050924056,-2151.3265050924056,0.0,0.0,0.0,22139.762777727297
2010-03-20,23246.641760327217,-12382.866908184013,11379.672710289324,23246.641760327217,23246.641760327217,-24014.06040890392,-24014.06040890392,-24014.06040890392,-21993.077024905593,-21993.077024905593,-21993.077024905593,-2020.9833839983219,-2020.9833839983219,-2020.9833839983219,0.0,0.0,0.0,-767.4186485767023
2010-03-21,23250.153364536112,4790.822158493228,29785.943886177516,23250.153364536112,23250.153364536112,-5793.506412866417,-5793.506412866417,-5793.506412866417,-3895.1916035823238,-3895.1916035823238,-3895.1916035823238,-1898.3148092840934,-1898.3148092840934,-1898.3148092840934,0.0,0.0,0.0,17456.646951669696
2010-03-22,23253.664970024398,12795.767794013536,38707.637344214,23253.664970024398,23253.664970024398,2092.6159937342472,2092.6159937342472,2092.6159937342472,3883.1119160555095,3883.1119160555095,3883.1119160555095,-1790.4959223212627,-1790.4959223212627,-1790.4959223212627,0.0,0.0,0.0,25346.280963758647
2010-03-23,23257.176575512687,16668.70401220411,41085.90527814379,23257.176575512687,23257.176575512687,4921.479886327999,4921.479886327999,4921.479886327999,6625.86208226027,6625.86208226027,6625.86208226027,-1704.3821959322713,-1704.3821959322713,-1704.3821959322713,0.0,0.0,0.0,28178.656461840685
2010-03-24,23260.68818100098,13405.279342463138,39073.057127446074,23260.68818100098,23260.68818100098,2121.1302548311432,2121.1302548311432,2121.1302548311432,3767.3797184143514,3767.3797184143514,3767.3797184143514,-1646.249463583208,-1646.249463583208,-1646.249463583208,0.0,0.0,0.0,25381.818435832123
2010-03-25,23264.199786489266,19027.479219764366,44497.54574550203,23264.199786489266,23264.199786489266,8942.40385128141,8942.40385128141,8942.40385128141,10563.955785092448,10563.955785092448,10563.955785092448,-1621.5519338110405,-1621.5519338110405,-1621.5519338110405,0.0,0.0,0.0,32206.603637770677
2010-03-26,23267.71139197756,10457.461649984047,36075.186520088624,23267.71139197756,23267.71139197756,-586.7469935885671,-586.7469935885671,-586.7469935885671,1047.9591266676769,1047.9591266676769,1047.9591266676769,-1634.706120256244,-1634.706120256244,-1634.706120256244,0.0,0.0,0.0,22680.96439838899
2010-03-27,23271.222997465844,-13139.990563696623,11911.255217329372,23271.222997465844,23271.222997465844,-23681.984823072453,-23681.984823072453,-23681.984823072453,-21993.077024899467,-21993.077024899467,-21993.077024899467,-1688.9077981729824,-1688.9077981729824,-1688.9077981729824,0.0,0.0,0.0,-410.7618256066089
2010-03-28,23274.734602954137,4721.917009185703,30811.55022487414,23274.734602954137,23274.734602954137,-5681.179663410568,-5681.179663410568,-5681.179663410568,-3895.1916036085718,-3895.1916036085718,-3895.1916036085718,-1785.9880598019954,-1785.9880598019954,-1785.9880598019954,0.0,0.0,0.0,17593.55493954357
2010-03-29,23278.246208442422,12025.438819018003,37792.41113158862,23278.246208442422,23278.246208442422,1956.79860047594,1956.79860047594,1956.79860047594,3883.1119160493145,3883.1119160493145,3883.1119160493145,-1926.3133155733738,-1926.3133155733738,-1926.3133155733738,0.0,0.0,0.0,25235.044808918363
2010-03-30,23281.757813930715,14728.947327932176,40772.57025073729,23281.757813930715,23281.757813930715,4517.129368719007,4517.129368719007,4517.129368719007,6625.862082273427,6625.862082273427,6625.862082273427,-2108.732713554421,-2108.732713554421,-2108.732713554421,0.0,0.0,0.0,27798.887182649723
2010-03-31,23285.269419419,11683.831650586562,37844.99833844335,23285.269419419,23285.269419419,1436.8047502815177,1436.8047502815177,1436.8047502815177,3767.379718426675,3767.379718426675,3767.379718426675,-2330.5749681451575,-2330.5749681451575,-2330.5749681451575,0.0,0.0,0.0,24722.074169700518
2010-04-01,23288.781024907294,18707.216173329805,44253.265966197556,23288.781024907294,23288.781024907294,7976.2607392547725,7976.2607392547725,7976.2607392547725,10563.955785086571,10563.955785086571,10563.955785086571,-2587.695045831802,-2587.695045831802,-2587.695045831802,0.0,0.0,0.0,31265.041764162066
2010-04-02,23292.292628958992,8248.083201333817,33835.2913084953,23292.292628958992,23292.292628958992,-1826.610471501541,-1826.610471501541,-1826.610471501541,1047.959126723944,1047.959126723944,1047.959126723944,-2874.5695982254847,-2874.5695982254847,-2874.5695982254847,0.0,0.0,0.0,21465.68215745745
2010-04-03,23295.804233010687,-13600.671519427706,10688.733909317934,23295.804233010687,23295.804233010687,-25177.515532743197,-25177.515532743197,-25177.515532743197,-21993.07702490866,-21993.07702490866,-21993.07702490866,-3184.4385078345354,-3184.4385078345354,-3184.4385078345354,0.0,0.0,0.0,-1881.7112997325094
2010-04-04,23299.315837062386,2813.437671864004,28179.742289758382,23299.315837062386,23299.315837062386,-7404.680070248899,-7404.680070248899,-7404.680070248899,-3895.1916035932827,-3895.1916035932827,-3895.1916035932827,-3509.4884666556163,-3509.4884666556163,-3509.4884666556163,0.0,0.0,0.0,15894.635766813488
2010-04-05,23302.82744111408,10779.786375367858,35449.663940087376,23302.82744111408,23302.82744111408,42.03873056001684,42.03873056001684,42.03873056001684,3883.11191605621,3883.11191605621,3883.11191605621,-3841.073185496193,-3841.073185496193,-3841.073185496193,0.0,0.0,0.0,23344.866171674097
2010-04-06,23306.33904516578,12403.50844357745,38397.56674985288,23306.33904516578,23306.33904516578,2455.8984090281797,2455.8984090281797,2455.8984090281797,6625.862082286583,6625.862082286583,6625.862082286583,-4169.963673258404,-4169.963673258404,-4169.963673258404,0.0,0.0,0.0,25762.23745419396
2010-04-07,23309.850649217475,10675.942708057943,35299.22484732309,23309.850649217475,23309.850649217475,-719.2413468944247,-719.2413468944247,-719.2413468944247,3767.379718410478,3767.379718410478,3767.379718410478,-4486.621065304902,-4486.621065304902,-4486.621065304902,0.0,0.0,0.0,22590.60930232305
2010-04-08,23313.362253269173,15956.371809825376,41762.69177861198,23313.362253269173,23313.362253269173,5782.472037264683,5782.472037264683,5782.472037264683,10563.955785080694,10563.955785080694,10563.955785080694,-4781.4837478160125,-4781.4837478160125,-4781.4837478160125,0.0,0.0,0.0,29095.834290533858
2010-04-09,23316.873857320872,6454.517389232293,31955.989921700148,23316.873857320872,23316.873857320872,-3997.30091619441,-3997.30091619441,-3997.30091619441,1047.9591266902353,1047.9591266902353,1047.9591266902353,-5045.260042884645,-5045.260042884645,-5045.260042884645,0.0,0.0,0.0,19319.572941126462
2010-04-10,23320.38546137257,-17256.415006235165,8971.927326366704,23320.38546137257,23320.38546137257,-27262.294526720827,-27262.294526720827,-27262.294526720827,-21993.077024902537,-21993.077024902537,-21993.077024902537,-5269.217501818291,-5269.217501818291,-5269.217501818291,0.0,0.0,0.0,-3941.9090653482563
2010-04-11,23323.897065424266,1161.5596944951853,27610.674917703982,23323.897065424266,23323.897065424266,-9340.651512072995,-9340.651512072995,-9340.651512072995,-3895.1916035784957,-3895.1916035784957,-3895.1916035784957,-5445.4599084944975,-5445.4599084944975,-5445.4599084944975,0.0,0.0,0.0,13983.245553351271
2010-04-12,23327.408669475964,9079.238184676748,33877.88814503176,23327.408669475964,23327.408669475964,-1684.0715031672871,-1684.0715031672871,-1684.0715031672871,3883.111916050016,3883.111916050016,3883.111916050016,-5567.183419217303,-5567.183419217303,-5567.183419217303,0.0,0.0,0.0,21643.337166308676
2010-04-13,23330.920271536153,11924.374811394884,37701.77549149813,23330.920271536153,23330.920271536153,996.958231476379,996.958231476379,996.958231476379,6625.862082266442,6625.862082266442,6625.862082266442,-5628.903850790062,-5628.903850790062,-5628.903850790062,0.0,0.0,0.0,24327.878503012533
2010-04-14,23334.43187359634,9359.135710275537,34838.83739535321,23334.43187359634,23334.43187359634,-1859.2682387297407,-1859.2682387297407,-1859.2682387297407,3767.379718435263,3767.379718435263,3767.379718435263,-5626.647957165003,-5626.647957165003,-5626.647957165003,0.0,0.0,0.0,21475.1636348666
2010-04-15,23337.94347565653,16376.42698935399,41200.47237703168,23337.94347565653,23337.94347565653,5005.85320278858,5005.85320278858,5005.85320278858,10563.955785073933,10563.955785073933,10563.955785073933,-5558.102582285353,-5558.102582285353,-5558.102582285353,0.0,0.0,0.0,28343.796678445113
2010-04-16,23341.45507771672,5658.963642241543,32069.888268821036,23341.45507771672,23341.45507771672,-4374.757684791056,-4374.757684791056,-4374.757684791056,1047.9591266789942,1047.9591266789942,1047.9591266789942,-5422.71681147005,-5422.71681147005,-5422.71681147005,0.0,0.0,0.0,18966.697392925664
2010-04-17,23344.966679776906,-16950.855788919886,9792.627301561806,23344.966679776906,23344.966679776906,-27214.830653810448,-27214.830653810448,-27214.830653810448,-21993.07702489641,-21993.07702489641,-21993.07702489641,-5221.753628914035,-5221.753628914035,-5221.753628914035,0.0,0.0,0.0,-3869.863974033542
2010-04-18,23348.478281837095,2107.4206534313967,26452.746596195982,23348.478281837095,23348.478281837095,-8853.480686968793,-8853.480686968793,-8853.480686968793,-3895.191603645781,-3895.191603645781,-3895.191603645781,-4958.289083323012,-4958.289083323012,-4958.289083323012,0.0,0.0,0.0,14494.997594868302
2010-04-19,23351.989883897284,9232.75952244571,35132.41842327058,23351.989883897284,23351.989883897284,-754.046606540037,-754.046606540037,-754.046606540037,3883.111916046127,3883.111916046127,3883.111916046127,-4637.1585225861645,-4637.1585225861645,-4637.1585225861645,0.0,0.0,0.0,22597.943277357248
2010-04-20,23355.501485957473,12211.550583202124,38553.51245099367,23355.501485957473,23355.501485957473,2361.011046986763,2361.011046986763,2361.011046986763,6625.862082279596,6625.862082279596,6625.862082279596,-4264.8510352928315,-4264.8510352928315,-4264.8510352928315,0.0,0.0,0.0,25716.512532944238
2010-04-21,23359.01308801766,10203.159534613316,35815.09961231802,23359.01308801766,23359.01308801766,-81.97506592797941,-81.97506592797941,-81.97506592797941,3767.379718419068,3767.379718419068,3767.379718419068,-3849.3547843470474,-3849.3547843470474,-3849.3547843470474,0.0,0.0,0.0,23277.03802208968
2010-04-22,23362.524690077847,18655.240824537617,42765.12766843764,23362.524690077847,23362.524690077847,7163.998395077477,7163.998395077477,7163.998395077477,10563.955785067168,10563.955785067168,10563.955785067168,-3399.957389989691,-3399.957389989691,-3399.957389989691,0.0,0.0,0.0,30526.523085155324
2010-04-23,23366.036291246462,7748.277009356801,33539.38983546383,23366.036291246462,23366.036291246462,-1879.0477452206985,-1879.0477452206985,-1879.0477452206985,1047.9591266452835,1047.9591266452835,1047.9591266452835,-2927.006871865982,-2927.006871865982,-2927.006871865982,0.0,0.0,0.0,21486.988546025765
2010-04-24,23369.547892415078,-14302.62233905077,11324.112691122898,23369.547892415078,23369.547892415078,-24434.71687682753,-24434.71687682753,-24434.71687682753,-21993.077024905604,-21993.077024905604,-21993.077024905604,-2441.6398519219256,-2441.6398519219256,-2441.6398519219256,0.0,0.0,0.0,-1065.1689844124521
2010-04-25,23373.059493583693,4556.229025277196,30680.726015935037,23373.059493583693,23373.059493583693,-5850.6763199295865,-5850.6763199295865,-5850.6763199295865,-3895.191603631493,-3895.191603631493,-3895.191603631493,-1955.4847162980946,-1955.4847162980946,-1955.4847162980946,0.0,0.0,0.0,17522.383173654107
2010-04-26,23376.571094752304,12223.612064984789,38495.01195559916,23376.571094752304,23376.571094752304,2402.763711323967,2402.763711323967,2402.763711323967,3883.1119160530243,3883.1119160530243,3883.1119160530243,-1480.3482047290568,-1480.3482047290568,-1480.3482047290568,0.0,0.0,0.0,25779.334806076273
2010-04-27,23380.08269592092,16665.92442031833,41459.119638162134,23380.08269592092,23380.08269592092,5597.967664720177,5597.967664720177,5597.967664720177,6625.8620822696585,6625.8620822696585,6625.8620822696585,-1027.8944175494817,-1027.8944175494817,-1027.8944175494817,0.0,0.0,0.0,28978.050360641097
2010-04-28,23383.594297089534,13994.282855267735,39755.71136244568,23383.594297089534,23383.594297089534,3158.054231568091,3158.054231568091,3158.054231568091,3767.379718443851,3767.379718443851,3767.379718443851,-609.3254868757604,-609.3254868757604,-609.3254868757604,0.0,0.0,0.0,26541.648528657624
2010-04-29,23387.10589825815,20225.53106033778,45925.89935542049,23387.10589825815,23387.10589825815,10328.882642640034,10328.882642640034,10328.882642640034,10563.955785089589,10563.955785089589,10563.955785089589,-235.07314244955592,-235.07314244955592,-235.07314244955592,0.0,0.0,0.0,33715.98854089818
2010-04-30,23390.617499426764,11432.365022769034,38298.70325717051,23390.617499426764,23390.617499426764,1133.449012777035,1133.449012777035,1133.449012777035,1047.9591266790808,1047.9591266790808,1047.9591266790808,85.48988609795423,85.48988609795423,85.48988609795423,0.0,0.0,0.0,24524.066512203797
2010-05-01,23394.12910059538,-10682.97500346774,14341.421995841974,23394.12910059538,23394.12910059538,-21648.766783045194,-21648.766783045194,-21648.766783045194,-21993.07702489948,-21993.07702489948,-21993.07702489948,344.3102418542866,344.3102418542866,344.3102418542866,0.0,0.0,0.0,1745.3623175501853
2010-05-02,23397.64070176399,7315.495160366506,33043.248529586286,23397.64070176399,23397.64070176399,-3360.3131030937516,-3360.3131030937516,-3360.3131030937516,-3895.191603616203,-3895.191603616203,-3895.191603616203,534.8785005224513,534.8785005224513,534.8785005224513,0.0,0.0,0.0,20037.32759867024
2010-05-03,23401.15230293261,15390.952305275594,41035.43219689175,23401.15230293261,23401.15230293261,4535.5232718847965,4535.5232718847965,4535.5232718847965,3883.11191605992,3883.11191605992,3883.11191605992,652.411355824876,652.411355824876,652.411355824876,0.0,0.0,0.0,27936.675574817404
2010-05-04,23404.66390325774,17758.185901426114,43504.01961950362,23404.66390325774,23404.66390325774,7319.848171116077,7319.848171116077,7319.848171116077,6625.862082282815,6625.862082282815,6625.862082282815,693.9860888332607,693.9860888332607,693.9860888332607,0.0,0.0,0.0,30724.512074373815
2010-05-05,23408.175503582872,14274.003256837803,40595.262478865545,23408.175503582872,23408.175503582872,4426.003076779069,4426.003076779069,4426.003076779069,3767.3797184115974,3767.3797184115974,3767.3797184115974,658.6233583674715,658.6233583674715,658.6233583674715,0.0,0.0,0.0,27834.178580361942
2010-05-06,23411.687103908003,22341.338726578484,46982.32395303485,23411.687103908003,23411.687103908003,11111.27163112489,11111.27163112489,11111.27163112489,10563.955785054528,10563.955785054528,10563.955785054528,547.3158460703605,547.3158460703605,547.3158460703605,0.0,0.0,0.0,34522.958735032895
2010-05-07,23415.198704233135,12127.92988933596,37081.98029995461,23415.198704233135,23415.198704233135,1410.9609866113417,1410.9609866113417,1410.9609866113417,1047.95912666784,1047.95912666784,1047.95912666784,363.0018599435016,363.0018599435016,363.0018599435016,0.0,0.0,0.0,24826.159690844477
2010-05-08,23418.710304558266,-10819.731386845433,14385.195232066171,23418.710304558266,23418.710304558266,-21882.592427362924,-21882.592427362924,-21882.592427362924,-21993.077024905553,-21993.077024905553,-21993.077024905553,110.48459754262777,110.48459754262777,110.48459754262777,0.0,0.0,0.0,1536.1178771953419
2010-05-09,23422.221904883398,7351.303955291638,32566.44851793653,23422.221904883398,23422.221904883398,-4098.8922559102075,-4098.8922559102075,-4098.8922559102075,-3895.1916036014154,-3895.1916036014154,-3895.1916036014154,-203.70065230879288,-203.70065230879288,-203.70065230879288,0.0,0.0,0.0,19323.32964897319
2010-05-10,23425.73350520853,13283.260432416531,39833.300942487374,23425.73350520853,23425.73350520853,3311.644336732132,3311.644336732132,3311.644336732132,3883.1119160429403,3883.1119160429403,3883.1119160429403,-571.4675793108078,-571.4675793108078,-571.4675793108078,0.0,0.0,0.0,26737.377841940663
2010-05-11,23429.24510553366,15167.785746927957,41704.6944678161,23429.24510553366,23429.24510553366,5642.459079623735,5642.459079623735,5642.459079623735,6625.862082285766,6625.862082285766,6625.862082285766,-983.4030026620312,-983.4030026620312,-983.4030026620312,0.0,0.0,0.0,29071.704185157396
2010-05-12,23432.75670585879,13233.437578626113,37848.358248259065,23432.75670585879,23432.75670585879,2338.3520533660744,2338.3520533660744,2338.3520533660744,3767.379718395401,3767.379718395401,3767.379718395401,-1429.027665029327,-1429.027665029327,-1429.027665029327,0.0,0.0,0.0,25771.108759224862
2010-05-13,23436.268306183923,20418.99393753391,44849.75242889884,23436.268306183923,23436.268306183923,8666.869612816114,8666.869612816114,8666.869612816114,10563.955785076061,10563.955785076061,10563.955785076061,-1897.0861722599477,-1897.0861722599477,-1897.0861722599477,0.0,0.0,0.0,32103.137919000037
2010-05-14,23439.77990650905,8498.964829484643,35065.2290205842,23439.77990650905,23439.77990650905,-1327.8986161333887,-1327.8986161333887,-1327.8986161333887,1047.9591266566022,1047.9591266566022,1047.9591266566022,-2375.857742789991,-2375.857742789991,-2375.857742789991,0.0,0.0,0.0,22111.881290375663
2010-05-15,23443.29151353188,-14280.732565756052,10848.879126682788,23443.29151353188,23443.29151353188,-24846.55586157347,-24846.55586157347,-24846.55586157347,-21993.077024893482,-21993.077024893482,-21993.077024893482,-2853.4788366799867,-2853.4788366799867,-2853.4788366799867,0.0,0.0,0.0,-1403.26434804159
2010-05-16,23446.803120554705,4262.616238459654,28850.793210200543,23446.803120554705,23446.803120554705,-7213.4600057930675,-7213.4600057930675,-7213.4600057930675,-3895.191603627162,-3895.191603627162,-3895.191603627162,-3318.268402165905,-3318.268402165905,-3318.268402165905,0.0,0.0,0.0,16233.343114761637
2010-05-17,23450.314727577534,11206.30390007555,36679.97734788203,23450.314727577534,23450.314727577534,124.06549857547661,124.06549857547661,124.06549857547661,3883.1119160629273,3883.1119160629273,3883.1119160629273,-3759.0464174874505,-3759.0464174874505,-3759.0464174874505,0.0,0.0,0.0,23574.38022615301
2010-05-18,23453.826334600362,13090.494614822323,39302.557366735804,23453.826334600362,23453.826334600362,2460.425463613665,2460.425463613665,2460.425463613665,6625.8620822758285,6625.8620822758285,6625.8620822758285,-4165.436618662164,-4165.436618662164,-4165.436618662164,0.0,0.0,0.0,25914.251798214027
2010-05-19,23457.33794162319,9402.549130395431,35858.3327452172,23457.33794162319,23457.33794162319,-760.7650652095812,-760.7650652095812,-760.7650652095812,3767.379718436245,3767.379718436245,3767.379718436245,-4528.1447836458265,-4528.1447836458265,-4528.1447836458265,0.0,0.0,0.0,22696.57287641361
2010-05-20,23460.84954864602,16280.267601596699,41951.892720096934,23460.84954864602,23460.84954864602,5724.75110987688,5724.75110987688,5724.75110987688,10563.955785069296,10563.955785069296,10563.955785069296,-4839.204675192418,-4839.204675192418,-4839.204675192418,0.0,0.0,0.0,29185.6006585229
2010-05-21,23464.36115566885,6903.108605104117,32069.711833525198,23464.36115566885,23464.36115566885,-4044.2255804275223,-4044.2255804275223,-4044.2255804275223,1047.9591266679279,1047.9591266679279,1047.9591266679279,-5092.18470709545,-5092.18470709545,-5092.18470709545,0.0,0.0,0.0,19420.135575241326
2010-05-22,23467.872762691677,-17206.820444897665,9195.767675151834,23467.872762691677,23467.872762691677,-27275.426587315138,-27275.426587315138,-27275.426587315138,-21993.07702489955,-21993.07702489955,-21993.07702489955,-5282.349562415584,-5282.349562415584,-5282.349562415584,0.0,0.0,0.0,-3807.553824623461
2010-05-23,23471.384369714502,572.4747438356801,26569.164551674494,23471.384369714502,23471.384369714502,-9301.96392694701,-9301.96392694701,-9301.96392694701,-3895.1916036118755,-3895.1916036118755,-3895.1916036118755,-5406.7723233351335,-5406.7723233351335,-5406.7723233351335,0.0,0.0,0.0,14169.420442767492
2010-05-24,23474.89597673733,8786.125210743861,35217.75462842347,23474.89597673733,23474.89597673733,-1581.2822147098677,-1581.2822147098677,-1581.2822147098677,3883.1119160567323,3883.1119160567323,3883.1119160567323,-5464.3941307666,-5464.3941307666,-5464.3941307666,0.0,0.0,0.0,21893.613762027464
2010-05-25,23478.40758376016,12077.330053431857,38278.68768765667,23478.40758376016,23478.40758376016,1169.8321477550726,1169.8321477550726,1169.8321477550726,6625.862082265892,6625.862082265892,6625.862082265892,-5456.02993451082,-5456.02993451082,-5456.02993451082,0.0,0.0,0.0,24648.239731515234
2010-05-26,23481.91918793679,8157.128707310314,33932.74104416886,23481.91918793679,23481.91918793679,-1616.9407576188883,-1616.9407576188883,-1616.9407576188883,3767.379718403991,3767.379718403991,3767.379718403991,-5384.320476022879,-5384.320476022879,-5384.320476022879,0.0,0.0,0.0,21864.9784303179
2010-05-27,23485.430792113417,15947.74893034914,41806.96158013943,23485.430792113417,23485.430792113417,5310.3235664688655,5310.3235664688655,5310.3235664688655,10563.955785091717,10563.955785091717,10563.955785091717,-5253.632218622853,-5253.632218622853,-5253.632218622853,0.0,0.0,0.0,28795.754358582282
2010-05-28,23488.942396290047,6914.985089037239,32410.8352606666,23488.942396290047,23488.942396290047,-4021.949331481956,-4021.949331481956,-4021.949331481956,1047.9591266791583,1047.9591266791583,1047.9591266791583,-5069.908458161115,-5069.908458161115,-5069.908458161115,0.0,0.0,0.0,19466.99306480809
2010-05-29,23492.454000466678,-16278.067676122617,9084.64320896908,23492.454000466678,23492.454000466678,-26833.553290412907,-26833.553290412907,-26833.553290412907,-21993.077024905622,-21993.077024905622,-21993.077024905622,-4840.476265507283,-4840.476265507283,-4840.476265507283,0.0,0.0,0.0,-3341.099289946229
2010-05-30,23495.96560464331,1123.9171073878856,28114.841377012257,23495.96560464331,23495.96560464331,-8469.006792894792,-8469.006792894792,-8469.006792894792,-3895.1916035975873,-3895.1916035975873,-3895.1916035975873,-4573.815189297204,-4573.815189297204,-4573.815189297204,0.0,0.0,0.0,15026.958811748516
2010-05-31,23499.47720881994,9958.422855150708,35185.392800734815,23499.47720881994,23499.47720881994,-396.18282935878017,-396.18282935878017,-396.18282935878017,3883.111916063629,3883.111916063629,3883.111916063629,-4279.2947454224095,-4279.2947454224095,-4279.2947454224095,0.0,0.0,0.0,23103.29437946116
2010-06-01,23502.98881299657,14164.031368859307,39019.14753064033,23502.98881299657,23502.98881299657,2658.9734755895433,2658.9734755895433,2658.9734755895433,6625.862082281728,6625.862082281728,6625.862082281728,-3966.8886066921855,-3966.8886066921855,-3966.8886066921855,0.0,0.0,0.0,26161.962288586114
2010-06-02,23506.500417173196,11230.070442602526,35301.51254336576,23506.500417173196,23506.500417173196,120.5056623863924,120.5056623863924,120.5056623863924,3767.379718416314,3767.379718416314,3767.379718416314,-3646.8740560299216,-3646.8740560299216,-3646.8740560299216,0.0,0.0,0.0,23627.00607955959
2010-06-03,23510.012021349827,18480.14509090769,44064.022482288194,23510.012021349827,23510.012021349827,7234.430124322897,7234.430124322897,7234.430124322897,10563.955785113252,10563.955785113252,10563.955785113252,-3329.5256607903534,-3329.5256607903534,-3329.5256607903534,0.0,0.0,0.0,30744.442145672725
2010-06-04,23513.523625526457,8786.920865204953,34095.27523794276,23513.523625526457,23513.523625526457,-1976.8531263768743,-1976.8531263768743,-1976.8531263768743,1047.9591266454486,1047.9591266454486,1047.9591266454486,-3024.8122530223227,-3024.8122530223227,-3024.8122530223227,0.0,0.0,0.0,21536.670499149583
